,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
4535,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p
2905,x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
6654,f,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
5436,x,y,u,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,e
5271,x,s,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
3691,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
6081,x,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
2245,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
3774,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
1493,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
965,f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e
861,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
3228,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
6448,f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
1039,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p
2431,x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e
1448,x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,e
5115,x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p
2332,f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,e
5896,f,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,p
3820,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e
1118,f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1457,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
7581,k,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e
8038,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
7885,k,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
5024,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
5330,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,p
7643,k,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
1695,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1884,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e
7909,x,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
2538,x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e
5876,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,p
6013,f,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
1099,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p
339,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
2423,f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3375,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
6271,f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
3995,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
833,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e
649,f,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
3735,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
3370,f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
6298,f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
1399,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,p
4470,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p
1038,x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
18,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1508,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1650,x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
5974,f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
2872,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e
1946,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
5652,k,s,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
1499,x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
5837,x,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
988,x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
2417,x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
5752,b,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
5973,x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
4977,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
4771,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,p
6142,b,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,e
5339,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
4434,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p
7483,f,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,p
2896,x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e
3481,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
7880,k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
4200,x,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
5650,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
152,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1481,x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
3994,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
3966,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
3474,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3703,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
4673,f,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
3771,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
2880,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
4890,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,p
1071,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1594,x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
3797,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e
2749,x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,p
6026,f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
5537,x,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
1696,f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
7594,k,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6118,x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
4695,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,p
3028,f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
976,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,e
4959,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
1145,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
518,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1749,f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
4839,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,p
7378,k,s,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7464,k,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
1658,f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,e
6003,x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
1248,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,e
2800,x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
4897,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,p
7914,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
7376,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l,e
7374,k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6879,f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7540,x,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
2232,x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e
6180,f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
1635,f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
2216,x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,e
4054,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e
5560,x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p
3231,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
1263,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
255,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
7965,x,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
141,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
4708,f,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
3661,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
2221,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e
1000,x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
7726,k,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
7927,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l,e
1569,f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
3001,x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,p
7327,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l,e
7750,k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
4757,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p
7245,k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
2985,f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
954,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
3609,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e
3854,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,p
2177,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
6195,x,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
4077,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3267,f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e
5290,f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,p
4900,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,p
679,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
524,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,e
5885,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p
7760,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
586,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e
7055,k,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6255,x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
1378,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
4522,x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
305,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
5939,f,y,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
4075,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
6493,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
5166,k,y,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
61,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
6944,f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
918,f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
6100,x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
4800,x,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,p
5196,f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
3916,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
7999,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,v,l,e
4145,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
4651,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,p
1226,x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,e
1902,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1609,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e
4014,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
1238,x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
6970,x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
71,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
1063,x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
7487,k,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
5361,x,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p
1711,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
3279,f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3389,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
2126,x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
663,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,p
5053,f,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
7208,k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
4107,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
436,x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1665,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
6001,f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
4106,b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
1283,x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
5722,x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
7386,k,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
8047,k,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
8035,b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
1942,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e
184,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,e
7600,b,y,y,f,n,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l,p
7380,k,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
2548,x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e
1098,x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e
2505,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,e
5189,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p
3972,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
3238,x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
2902,x,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
7758,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
5492,k,y,e,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
629,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
5930,x,y,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
7820,k,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
3033,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
1136,x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e
1312,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,p
7365,x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
2498,x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
5507,x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
7799,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
2317,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
6078,f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
7250,k,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
3581,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,p
23,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
4251,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
2339,x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
866,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,e
1101,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
1201,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
2348,f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
4358,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,p
299,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
2292,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
5999,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,p
5425,f,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,p
4433,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p
6135,k,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
5908,x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,p
1738,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e
7566,x,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
261,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,p
4557,x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,e
5179,f,s,n,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
2001,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,e
3502,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
7278,b,s,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7910,f,y,n,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
5727,f,f,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
6108,f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
2579,x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
8037,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
5484,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p
7302,f,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
3573,f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e
5926,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
3756,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
6507,f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
72,f,f,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
7,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,e
3617,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
4768,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,p
6891,f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
581,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
2581,x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e
1025,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
2092,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
3912,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,p
3281,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,p
6626,x,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
5674,f,y,r,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,e
5696,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
4654,f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p
714,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
4577,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p
7756,k,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
603,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,e
5524,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
7205,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,e
1339,f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
3360,f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
5785,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,p
2117,x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
3369,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
